customer_id,signup_date,region,membership_plan,acquisition_channel,account_status,created_at,updated_at,is_deleted
cus_00000016,2024-02-15,midwest,basic,organic,active,2024-02-15T10:17:08.000000Z,2024-02-15T10:17:08.000000Z,false
cus_00000017,2023-08-26,midwest,premium,organic,active,2023-08-26T12:09:30.000000Z,2023-08-26T12:09:30.000000Z,false
cus_00000018,2026-03-11,south,basic,organic,active,2026-03-11T11:23:04.000000Z,2026-03-11T11:23:04.000000Z,false
cus_00000019,2022-03-11,west,basic,employer,active,2022-03-11T01:04:55.000000Z,2022-03-11T01:04:55.000000Z,false
cus_00000020,2025-02-21,northeast,basic,referral,active,2025-02-21T07:26:46.000000Z,2025-02-21T07:26:46.000000Z,false
cus_00000021,2023-03-27,south,basic,paid_search,active,2023-03-27T03:56:59.000000Z,2023-03-27T03:56:59.000000Z,false
cus_00000022,2024-12-13,northeast,basic,organic,active,2024-12-13T08:03:40.000000Z,2024-12-13T08:03:40.000000Z,false
cus_00000023,2024-11-20,south,basic,referral,active,2024-11-20T21:26:58.000000Z,2024-11-20T21:26:58.000000Z,false
cus_00000024,2025-04-14,northeast,basic,employer,active,2025-04-14T11:10:14.000000Z,2025-04-14T11:10:14.000000Z,false
cus_00000025,2024-07-17,midwest,basic,organic,active,2024-07-17T15:27:18.000000Z,2024-07-17T15:27:18.000000Z,false
cus_00000026,2021-09-17,south,basic,organic,active,2021-09-17T05:56:24.000000Z,2021-09-17T05:56:24.000000Z,false
cus_00000027,2022-10-30,midwest,premium,organic,active,2022-10-30T10:10:27.000000Z,2022-10-30T10:10:27.000000Z,false
cus_00000028,2025-02-14,west,basic,paid_search,active,2025-02-14T10:01:53.000000Z,2025-02-14T10:01:53.000000Z,false
cus_00000029,2024-05-23,midwest,premium,referral,active,2024-05-23T10:53:31.000000Z,2024-05-23T10:53:31.000000Z,false
cus_00000030,2023-08-18,west,premium,employer,active,2023-08-18T11:35:03.000000Z,2023-08-18T11:35:03.000000Z,false
cus_00000031,2022-06-08,south,premium,employer,active,2022-06-08T06:32:41.000000Z,2022-06-08T06:32:41.000000Z,false
cus_00000032,2021-12-07,south,basic,organic,active,2021-12-07T14:55:32.000000Z,2021-12-07T14:55:32.000000Z,false
cus_00000033,2022-03-25,west,basic,organic,active,2022-03-25T12:51:03.000000Z,2022-03-25T12:51:03.000000Z,false
cus_00000034,2024-11-22,south,basic,organic,active,2024-11-22T10:03:20.000000Z,2024-11-22T10:03:20.000000Z,false
cus_00000035,2025-08-30,midwest,premium,employer,active,2025-08-30T19:49:41.000000Z,2025-08-30T19:49:41.000000Z,false
cus_00000036,2025-02-13,south,premium,paid_search,active,2025-02-13T11:10:31.000000Z,2025-02-13T11:10:31.000000Z,false
cus_00000037,2021-06-12,northeast,premium,organic,active,2021-06-12T04:34:04.000000Z,2021-06-12T04:34:04.000000Z,false
cus_00000038,2023-03-19,midwest,premium,paid_search,active,2023-03-19T11:31:55.000000Z,2023-03-19T11:31:55.000000Z,false
cus_00000039,2025-04-05,midwest,basic,paid_search,active,2025-04-05T13:39:47.000000Z,2025-04-05T13:39:47.000000Z,false
cus_00000040,2026-01-14,midwest,premium,paid_search,active,2026-01-14T01:56:27.000000Z,2026-01-14T01:56:27.000000Z,false
cus_00000041,2024-08-20,midwest,basic,organic,active,2024-08-20T08:20:28.000000Z,2024-08-20T08:20:28.000000Z,false
cus_00000042,2023-08-31,west,premium,referral,active,2023-08-31T13:19:32.000000Z,2023-08-31T13:19:32.000000Z,false
cus_00000043,2025-08-04,northeast,basic,organic,active,2025-08-04T15:56:45.000000Z,2025-08-04T15:56:45.000000Z,false
cus_00000044,2024-02-04,northeast,basic,referral,active,2024-02-04T23:11:00.000000Z,2024-02-04T23:11:00.000000Z,false
cus_00000045,2023-10-24,south,basic,employer,active,2023-10-24T14:33:48.000000Z,2023-10-24T14:33:48.000000Z,false
cus_00000046,2022-01-13,midwest,basic,organic,active,2022-01-13T09:50:58.000000Z,2022-01-13T09:50:58.000000Z,false
cus_00000047,2025-08-26,midwest,premium,organic,active,2025-08-26T00:16:00.000000Z,2025-08-26T00:16:00.000000Z,false
cus_00000048,2026-06-02,south,premium,organic,active,2026-06-02T03:43:33.000000Z,2026-06-02T03:43:33.000000Z,false
cus_00000049,2023-06-25,midwest,basic,organic,active,2023-06-25T15:55:08.000000Z,2023-06-25T15:55:08.000000Z,false
cus_00000050,2024-12-13,west,basic,organic,active,2024-12-13T01:37:52.000000Z,2024-12-13T01:37:52.000000Z,false
cus_00000051,2021-10-09,northeast,basic,organic,active,2021-10-09T09:20:52.000000Z,2021-10-09T09:20:52.000000Z,false
cus_00000052,2025-08-22,south,premium,referral,suspended,2025-08-22T11:07:44.000000Z,2025-08-22T11:07:44.000000Z,false
cus_00000053,2021-12-21,south,basic,organic,active,2021-12-21T01:16:40.000000Z,2021-12-21T01:16:40.000000Z,false
cus_00000054,2026-04-29,south,basic,employer,active,2026-04-29T19:14:15.000000Z,2026-04-29T19:14:15.000000Z,false
cus_00000055,2026-08-12,west,basic,employer,active,2026-08-12T11:01:55.000000Z,2026-08-12T11:01:55.000000Z,false
cus_00000056,2021-08-20,south,basic,employer,active,2021-08-20T04:01:05.000000Z,2021-08-20T04:01:05.000000Z,false
cus_00000057,2023-09-01,west,premium,paid_search,active,2023-09-01T19:10:34.000000Z,2023-09-01T19:10:34.000000Z,false
cus_00000058,2025-10-01,northeast,premium,referral,active,2025-10-01T22:39:24.000000Z,2025-10-01T22:39:24.000000Z,false
cus_00000059,2022-02-06,midwest,basic,employer,active,2022-02-06T02:25:22.000000Z,2022-02-06T02:25:22.000000Z,false
cus_00000060,2024-01-08,south,basic,organic,active,2024-01-08T04:20:34.000000Z,2024-01-08T04:20:34.000000Z,false
cus_00000061,2021-03-17,south,premium,organic,active,2021-03-17T02:32:48.000000Z,2021-03-17T02:32:48.000000Z,false
cus_00000062,2025-01-27,northeast,premium,referral,suspended,2025-01-27T09:10:01.000000Z,2025-01-27T09:10:01.000000Z,false
cus_00000063,2021-12-25,midwest,premium,employer,active,2021-12-25T23:07:31.000000Z,2021-12-25T23:07:31.000000Z,false
cus_00000064,2026-02-09,south,basic,employer,active,2026-02-09T12:30:35.000000Z,2026-02-09T12:30:35.000000Z,false
cus_00000065,2021-06-12,south,basic,organic,active,2021-06-12T17:49:28.000000Z,2021-06-12T17:49:28.000000Z,false
cus_00000066,2025-12-07,south,premium,employer,active,2025-12-07T05:55:53.000000Z,2025-12-07T05:55:53.000000Z,false
cus_00000067,2021-04-05,northeast,basic,paid_search,active,2021-04-05T20:40:24.000000Z,2021-04-05T20:40:24.000000Z,false
cus_00000068,2021-08-08,west,basic,referral,active,2021-08-08T03:13:18.000000Z,2021-08-08T03:13:18.000000Z,false
cus_00000069,2022-08-20,south,basic,referral,active,2022-08-20T17:03:25.000000Z,2022-08-20T17:03:25.000000Z,false
cus_00000070,2022-08-27,midwest,basic,organic,active,2022-08-27T00:42:53.000000Z,2022-08-27T00:42:53.000000Z,false
cus_00000071,2026-05-31,northeast,basic,organic,active,2026-05-31T03:48:09.000000Z,2026-05-31T03:48:09.000000Z,false
cus_00000072,2024-08-12,south,basic,organic,active,2024-08-12T10:51:26.000000Z,2024-08-12T10:51:26.000000Z,false
cus_00000073,2026-09-06,west,basic,organic,active,2026-09-06T19:58:35.000000Z,2026-09-06T19:58:35.000000Z,false
cus_00000074,2021-04-09,west,premium,referral,active,2021-04-09T11:09:55.000000Z,2021-04-09T11:09:55.000000Z,false
cus_00000075,2026-02-06,midwest,basic,employer,active,2026-02-06T23:29:13.000000Z,2026-02-06T23:29:13.000000Z,false
cus_00000076,2023-11-27,south,basic,paid_search,active,2023-11-27T23:18:16.000000Z,2023-11-27T23:18:16.000000Z,false
cus_00000077,2022-05-04,west,premium,employer,active,2022-05-04T23:24:22.000000Z,2022-05-04T23:24:22.000000Z,false
cus_00000078,2024-08-06,south,basic,referral,active,2024-08-06T20:15:33.000000Z,2024-08-06T20:15:33.000000Z,false
cus_00000079,2021-07-10,south,premium,paid_search,active,2021-07-10T18:59:03.000000Z,2021-07-10T18:59:03.000000Z,false
cus_00000080,2025-04-02,south,premium,organic,active,2025-04-02T11:01:24.000000Z,2025-04-02T11:01:24.000000Z,false
cus_00000081,2022-09-15,south,basic,organic,active,2022-09-15T05:07:17.000000Z,2022-09-15T05:07:17.000000Z,false
cus_00000082,2021-05-14,midwest,basic,paid_search,active,2021-05-14T10:44:49.000000Z,2021-05-14T10:44:49.000000Z,false
cus_00000083,2026-07-21,south,premium,paid_search,active,2026-07-21T17:55:46.000000Z,2026-07-21T17:55:46.000000Z,false
cus_00000084,2022-08-26,west,basic,organic,active,2022-08-26T17:53:20.000000Z,2022-08-26T17:53:20.000000Z,false
cus_00000085,2025-12-26,midwest,basic,organic,active,2025-12-26T04:16:28.000000Z,2025-12-26T04:16:28.000000Z,false
cus_00000086,2026-03-10,south,basic,paid_search,active,2026-03-10T21:26:53.000000Z,2026-03-10T21:26:53.000000Z,false
cus_00000087,2025-10-21,midwest,basic,organic,active,2025-10-21T16:16:10.000000Z,2025-10-21T16:16:10.000000Z,false
cus_00000088,2024-12-12,northeast,basic,paid_search,active,2024-12-12T17:25:25.000000Z,2024-12-12T17:25:25.000000Z,false
cus_00000089,2021-10-08,midwest,basic,paid_search,active,2021-10-08T08:08:57.000000Z,2021-10-08T08:08:57.000000Z,false
cus_00000090,2026-02-18,west,basic,organic,active,2026-02-18T10:53:20.000000Z,2026-02-18T10:53:20.000000Z,false
cus_00000091,2025-03-03,south,basic,organic,active,2025-03-03T22:37:36.000000Z,2025-03-03T22:37:36.000000Z,false
cus_00000092,2021-06-30,west,premium,employer,active,2021-06-30T04:28:05.000000Z,2021-06-30T04:28:05.000000Z,false
cus_00000093,2023-07-10,south,premium,paid_search,active,2023-07-10T23:05:39.000000Z,2023-07-10T23:05:39.000000Z,false
cus_00000094,2022-06-11,south,premium,employer,active,2022-06-11T02:48:39.000000Z,2022-06-11T02:48:39.000000Z,false
cus_00000095,2026-04-14,midwest,basic,paid_search,active,2026-04-14T22:33:29.000000Z,2026-04-14T22:33:29.000000Z,false
cus_00000096,2025-07-31,northeast,basic,referral,active,2025-07-31T16:30:52.000000Z,2025-07-31T16:30:52.000000Z,false
cus_00000097,2025-10-30,west,basic,organic,active,2025-10-30T05:09:00.000000Z,2025-10-30T05:09:00.000000Z,false
cus_00000098,2023-08-21,south,basic,employer,active,2023-08-21T10:58:02.000000Z,2023-08-21T10:58:02.000000Z,false
cus_00000099,2026-04-10,south,premium,organic,active,2026-04-10T05:33:45.000000Z,2026-04-10T05:33:45.000000Z,false
cus_00000100,2024-06-19,south,basic,referral,active,2024-06-19T10:28:31.000000Z,2024-06-19T10:28:31.000000Z,false
cus_00000101,2025-04-15,south,premium,paid_search,suspended,2025-04-15T08:46:26.000000Z,2025-04-15T08:46:26.000000Z,false
cus_00000102,2025-07-04,west,basic,organic,active,2025-07-04T16:58:44.000000Z,2025-07-04T16:58:44.000000Z,false
cus_00000103,2023-07-28,south,basic,employer,active,2023-07-28T09:00:36.000000Z,2023-07-28T09:00:36.000000Z,false
cus_00000104,2021-10-05,south,premium,referral,active,2021-10-05T17:02:53.000000Z,2021-10-05T17:02:53.000000Z,false
cus_00000105,2024-04-01,northeast,basic,employer,active,2024-04-01T20:04:39.000000Z,2024-04-01T20:04:39.000000Z,false
cus_00000106,2025-11-03,south,basic,referral,active,2025-11-03T06:02:01.000000Z,2025-11-03T06:02:01.000000Z,false
cus_00000107,2022-11-12,south,basic,paid_search,active,2022-11-12T12:59:49.000000Z,2022-11-12T12:59:49.000000Z,false
cus_00000108,2026-01-18,midwest,basic,organic,active,2026-01-18T11:02:30.000000Z,2026-01-18T11:02:30.000000Z,false
cus_00000109,2025-11-03,west,premium,organic,active,2025-11-03T08:37:06.000000Z,2025-11-03T08:37:06.000000Z,false
cus_00000110,2021-10-14,south,basic,employer,active,2021-10-14T09:54:14.000000Z,2021-10-14T09:54:14.000000Z,false
cus_00000111,2023-08-27,south,basic,organic,active,2023-08-27T22:34:34.000000Z,2023-08-27T22:34:34.000000Z,false
cus_00000112,2026-06-09,midwest,basic,referral,active,2026-06-09T00:12:29.000000Z,2026-06-09T00:12:29.000000Z,false
cus_00000113,2024-07-21,south,basic,employer,active,2024-07-21T00:02:42.000000Z,2024-07-21T00:02:42.000000Z,false
cus_00000114,2026-03-27,northeast,basic,organic,active,2026-03-27T10:26:18.000000Z,2026-03-27T10:26:18.000000Z,false
cus_00000115,2024-12-24,northeast,basic,paid_search,active,2024-12-24T23:45:20.000000Z,2024-12-24T23:45:20.000000Z,false
cus_00000116,2024-10-30,south,basic,referral,active,2024-10-30T14:36:03.000000Z,2024-10-30T14:36:03.000000Z,false
cus_00000117,2026-03-05,south,premium,employer,active,2026-03-05T01:29:46.000000Z,2026-03-05T01:29:46.000000Z,false
cus_00000118,2024-08-03,west,basic,paid_search,active,2024-08-03T03:49:01.000000Z,2024-08-03T03:49:01.000000Z,false
cus_00000119,2023-05-02,south,premium,referral,active,2023-05-02T18:51:49.000000Z,2023-05-02T18:51:49.000000Z,false
cus_00000120,2025-07-11,south,basic,organic,active,2025-07-11T21:32:36.000000Z,2025-07-11T21:32:36.000000Z,false
cus_00000121,2026-06-20,northeast,basic,organic,active,2026-06-20T07:50:17.000000Z,2026-06-20T07:50:17.000000Z,false
cus_00000122,2024-11-25,west,premium,referral,active,2024-11-25T04:48:49.000000Z,2024-11-25T04:48:49.000000Z,false
cus_00000123,2024-05-08,northeast,premium,employer,active,2024-05-08T02:25:11.000000Z,2024-05-08T02:25:11.000000Z,false
cus_00000124,2022-08-01,south,basic,paid_search,active,2022-08-01T07:45:18.000000Z,2022-08-01T07:45:18.000000Z,false
cus_00000125,2024-10-02,south,basic,employer,active,2024-10-02T17:46:48.000000Z,2024-10-02T17:46:48.000000Z,false
cus_00000126,2023-07-25,south,basic,paid_search,active,2023-07-25T12:48:42.000000Z,2023-07-25T12:48:42.000000Z,false
cus_00000127,2024-07-20,south,basic,employer,active,2024-07-20T05:06:41.000000Z,2024-07-20T05:06:41.000000Z,false
cus_00000128,2021-09-19,northeast,premium,referral,active,2021-09-19T15:46:42.000000Z,2021-09-19T15:46:42.000000Z,false
cus_00000129,2021-10-27,northeast,premium,organic,suspended,2021-10-27T21:59:04.000000Z,2021-10-27T21:59:04.000000Z,false
cus_00000130,2026-06-29,south,basic,paid_search,active,2026-06-29T22:23:39.000000Z,2026-06-29T22:23:39.000000Z,false
cus_00000131,2024-11-21,midwest,basic,organic,active,2024-11-21T15:19:40.000000Z,2024-11-21T15:19:40.000000Z,false
cus_00000132,2024-01-12,south,premium,employer,active,2024-01-12T21:57:29.000000Z,2024-01-12T21:57:29.000000Z,false
cus_00000133,2024-08-21,west,premium,employer,suspended,2024-08-21T18:26:24.000000Z,2024-08-21T18:26:24.000000Z,false
cus_00000134,2022-06-14,south,basic,organic,active,2022-06-14T01:45:58.000000Z,2022-06-14T01:45:58.000000Z,false
cus_00000135,2024-11-27,west,premium,organic,active,2024-11-27T17:21:23.000000Z,2024-11-27T17:21:23.000000Z,false
cus_00000136,2026-05-18,south,premium,referral,active,2026-05-18T10:48:13.000000Z,2026-05-18T10:48:13.000000Z,false
cus_00000137,2023-07-01,northeast,premium,organic,active,2023-07-01T05:20:10.000000Z,2023-07-01T05:20:10.000000Z,false
cus_00000138,2023-04-25,south,basic,paid_search,active,2023-04-25T22:57:51.000000Z,2023-04-25T22:57:51.000000Z,false
cus_00000139,2026-08-26,midwest,basic,employer,active,2026-08-26T02:50:20.000000Z,2026-08-26T02:50:20.000000Z,false
cus_00000140,2025-01-30,west,basic,referral,active,2025-01-30T12:36:50.000000Z,2025-01-30T12:36:50.000000Z,false
cus_00000141,2023-08-12,midwest,premium,employer,active,2023-08-12T16:49:45.000000Z,2023-08-12T16:49:45.000000Z,false
cus_00000142,2022-11-22,northeast,basic,organic,active,2022-11-22T22:25:21.000000Z,2022-11-22T22:25:21.000000Z,false
cus_00000143,2022-08-19,south,premium,organic,active,2022-08-19T03:24:02.000000Z,2022-08-19T03:24:02.000000Z,false
cus_00000144,2024-01-06,south,basic,employer,active,2024-01-06T07:26:06.000000Z,2024-01-06T07:26:06.000000Z,false
cus_00000145,2024-10-28,west,basic,referral,active,2024-10-28T15:28:53.000000Z,2024-10-28T15:28:53.000000Z,false
cus_00000146,2021-08-10,northeast,basic,employer,active,2021-08-10T12:25:06.000000Z,2021-08-10T12:25:06.000000Z,false
cus_00000147,2025-06-23,west,premium,paid_search,active,2025-06-23T20:09:55.000000Z,2025-06-23T20:09:55.000000Z,false
cus_00000148,2021-06-30,south,premium,organic,active,2021-06-30T13:38:49.000000Z,2021-06-30T13:38:49.000000Z,false
cus_00000149,2022-11-15,midwest,basic,employer,active,2022-11-15T09:49:38.000000Z,2022-11-15T09:49:38.000000Z,false
cus_00000150,2021-06-26,south,basic,paid_search,active,2021-06-26T22:52:40.000000Z,2021-06-26T22:52:40.000000Z,false
cus_00000151,2021-11-11,west,basic,referral,active,2021-11-11T18:04:03.000000Z,2021-11-11T18:04:03.000000Z,false
cus_00000152,2021-02-14,midwest,basic,paid_search,active,2021-02-14T22:31:25.000000Z,2021-02-14T22:31:25.000000Z,false
cus_00000153,2024-12-31,midwest,premium,referral,active,2024-12-31T20:40:16.000000Z,2024-12-31T20:40:16.000000Z,false
cus_00000154,2025-07-23,midwest,premium,paid_search,active,2025-07-23T02:59:53.000000Z,2025-07-23T02:59:53.000000Z,false
cus_00000155,2023-05-15,south,basic,organic,active,2023-05-15T12:35:33.000000Z,2023-05-15T12:35:33.000000Z,false
cus_00000156,2024-09-30,midwest,basic,paid_search,active,2024-09-30T19:14:23.000000Z,2024-09-30T19:14:23.000000Z,false
cus_00000157,2026-05-10,south,premium,employer,active,2026-05-10T05:19:47.000000Z,2026-05-10T05:19:47.000000Z,false
cus_00000158,2025-08-29,northeast,basic,employer,active,2025-08-29T05:09:59.000000Z,2025-08-29T05:09:59.000000Z,false
cus_00000159,2026-04-13,south,premium,organic,active,2026-04-13T04:48:47.000000Z,2026-04-13T04:48:47.000000Z,false
cus_00000160,2025-11-19,south,premium,organic,active,2025-11-19T19:12:41.000000Z,2025-11-19T19:12:41.000000Z,false
cus_00000161,2025-10-17,south,premium,organic,active,2025-10-17T21:28:27.000000Z,2025-10-17T21:28:27.000000Z,false
cus_00000162,2023-11-10,west,basic,employer,active,2023-11-10T09:06:58.000000Z,2023-11-10T09:06:58.000000Z,false
cus_00000163,2022-02-21,south,basic,employer,active,2022-02-21T05:20:52.000000Z,2022-02-21T05:20:52.000000Z,false
cus_00000164,2023-08-28,south,basic,referral,active,2023-08-28T12:30:16.000000Z,2023-08-28T12:30:16.000000Z,false
cus_00000165,2022-07-19,midwest,premium,organic,active,2022-07-19T19:32:11.000000Z,2022-07-19T19:32:11.000000Z,false
cus_00000166,2024-02-27,midwest,basic,paid_search,active,2024-02-27T20:34:58.000000Z,2024-02-27T20:34:58.000000Z,false
cus_00000167,2026-03-08,midwest,premium,organic,active,2026-03-08T10:34:35.000000Z,2026-03-08T10:34:35.000000Z,false
cus_00000168,2021-01-27,south,basic,organic,active,2021-01-27T20:26:57.000000Z,2021-01-27T20:26:57.000000Z,false
cus_00000169,2022-06-18,west,premium,organic,active,2022-06-18T11:03:51.000000Z,2022-06-18T11:03:51.000000Z,false
cus_00000170,2025-11-30,northeast,basic,employer,active,2025-11-30T13:03:42.000000Z,2025-11-30T13:03:42.000000Z,false
cus_00000171,2025-04-21,northeast,premium,employer,active,2025-04-21T01:36:04.000000Z,2025-04-21T01:36:04.000000Z,false
cus_00000172,2026-01-12,midwest,premium,employer,active,2026-01-12T09:37:45.000000Z,2026-01-12T09:37:45.000000Z,false
cus_00000173,2026-03-25,west,premium,employer,active,2026-03-25T01:45:31.000000Z,2026-03-25T01:45:31.000000Z,false
cus_00000174,2025-02-03,midwest,basic,organic,active,2025-02-03T01:15:20.000000Z,2025-02-03T01:15:20.000000Z,false
cus_00000175,2023-03-10,midwest,basic,referral,active,2023-03-10T19:09:02.000000Z,2023-03-10T19:09:02.000000Z,false
cus_00000176,2022-07-26,south,basic,referral,active,2022-07-26T19:42:57.000000Z,2022-07-26T19:42:57.000000Z,false
cus_00000177,2026-02-25,midwest,premium,organic,active,2026-02-25T05:07:36.000000Z,2026-02-25T05:07:36.000000Z,false
cus_00000178,2024-11-23,northeast,basic,referral,active,2024-11-23T16:39:11.000000Z,2024-11-23T16:39:11.000000Z,false
cus_00000179,2021-10-01,south,basic,employer,active,2021-10-01T08:55:10.000000Z,2021-10-01T08:55:10.000000Z,false
cus_00000180,2025-12-05,west,basic,organic,active,2025-12-05T01:24:12.000000Z,2025-12-05T01:24:12.000000Z,false
cus_00000181,2023-07-05,northeast,basic,organic,active,2023-07-05T22:05:02.000000Z,2023-07-05T22:05:02.000000Z,false
cus_00000182,2026-04-18,south,basic,employer,active,2026-04-18T18:31:50.000000Z,2026-04-18T18:31:50.000000Z,false
cus_00000183,2022-12-06,northeast,basic,referral,active,2022-12-06T14:16:08.000000Z,2022-12-06T14:16:08.000000Z,false
cus_00000184,2021-06-01,midwest,basic,organic,active,2021-06-01T02:09:08.000000Z,2021-06-01T02:09:08.000000Z,false
cus_00000185,2022-07-14,south,basic,employer,active,2022-07-14T22:41:37.000000Z,2022-07-14T22:41:37.000000Z,false
cus_00000186,2024-09-02,west,premium,paid_search,active,2024-09-02T11:16:38.000000Z,2024-09-02T11:16:38.000000Z,false
cus_00000187,2022-08-05,south,basic,organic,active,2022-08-05T23:14:36.000000Z,2022-08-05T23:14:36.000000Z,false
cus_00000188,2025-08-18,south,premium,referral,active,2025-08-18T15:18:20.000000Z,2025-08-18T15:18:20.000000Z,false
cus_00000189,2021-07-29,midwest,basic,paid_search,active,2021-07-29T13:29:14.000000Z,2021-07-29T13:29:14.000000Z,false
cus_00000190,2023-12-30,west,basic,employer,active,2023-12-30T05:12:32.000000Z,2023-12-30T05:12:32.000000Z,false
cus_00000191,2022-02-07,midwest,basic,organic,active,2022-02-07T14:38:57.000000Z,2022-02-07T14:38:57.000000Z,false
cus_00000192,2021-06-19,midwest,premium,employer,active,2021-06-19T16:27:58.000000Z,2021-06-19T16:27:58.000000Z,false
cus_00000193,2025-12-05,west,premium,organic,active,2025-12-05T11:35:36.000000Z,2025-12-05T11:35:36.000000Z,false
cus_00000194,2026-05-12,northeast,premium,employer,active,2026-05-12T10:37:58.000000Z,2026-05-12T10:37:58.000000Z,false
cus_00000195,2025-05-16,south,basic,employer,active,2025-05-16T05:45:02.000000Z,2025-05-16T05:45:02.000000Z,false
cus_00000196,2024-10-26,midwest,basic,organic,active,2024-10-26T08:58:38.000000Z,2024-10-26T08:58:38.000000Z,false
cus_00000197,2024-02-23,midwest,basic,employer,active,2024-02-23T07:20:14.000000Z,2024-02-23T07:20:14.000000Z,false
cus_00000198,2022-06-01,northeast,premium,organic,active,2022-06-01T13:30:10.000000Z,2022-06-01T13:30:10.000000Z,false
cus_00000199,2026-06-25,south,basic,organic,active,2026-06-25T07:26:47.000000Z,2026-06-25T07:26:47.000000Z,false
cus_00000200,2024-06-25,midwest,basic,referral,suspended,2024-06-25T18:15:18.000000Z,2024-06-25T18:15:18.000000Z,false
cus_00000201,2021-05-02,south,premium,referral,active,2021-05-02T09:27:16.000000Z,2021-05-02T09:27:16.000000Z,false
cus_00000202,2024-10-16,south,basic,referral,active,2024-10-16T03:26:27.000000Z,2024-10-16T03:26:27.000000Z,false
cus_00000203,2022-04-12,midwest,premium,employer,active,2022-04-12T01:35:33.000000Z,2022-04-12T01:35:33.000000Z,false
cus_00000204,2024-02-25,midwest,basic,organic,active,2024-02-25T05:54:46.000000Z,2024-02-25T05:54:46.000000Z,false
cus_00000205,2021-09-21,west,basic,employer,active,2021-09-21T19:13:06.000000Z,2021-09-21T19:13:06.000000Z,false
cus_00000206,2024-06-26,midwest,basic,organic,suspended,2024-06-26T17:40:41.000000Z,2024-06-26T17:40:41.000000Z,false
cus_00000207,2024-07-31,south,basic,employer,active,2024-07-31T02:34:57.000000Z,2024-07-31T02:34:57.000000Z,false
cus_00000208,2023-01-06,south,basic,referral,active,2023-01-06T09:00:51.000000Z,2023-01-06T09:00:51.000000Z,false
cus_00000209,2022-09-16,midwest,basic,paid_search,active,2022-09-16T06:03:10.000000Z,2022-09-16T06:03:10.000000Z,false
cus_00000210,2024-05-24,northeast,basic,paid_search,active,2024-05-24T15:43:38.000000Z,2024-05-24T15:43:38.000000Z,false
cus_00000211,2024-07-22,west,premium,organic,active,2024-07-22T03:22:01.000000Z,2024-07-22T03:22:01.000000Z,false
cus_00000212,2023-07-07,midwest,basic,organic,closed,2023-07-07T02:25:11.000000Z,2023-07-07T02:25:11.000000Z,false
cus_00000213,2021-07-11,northeast,premium,organic,active,2021-07-11T18:23:36.000000Z,2021-07-11T18:23:36.000000Z,false
cus_00000214,2025-01-27,northeast,premium,paid_search,active,2025-01-27T15:21:34.000000Z,2025-01-27T15:21:34.000000Z,false
cus_00000215,2023-05-22,west,premium,organic,active,2023-05-22T11:58:21.000000Z,2023-05-22T11:58:21.000000Z,false
cus_00000216,2025-04-17,west,basic,paid_search,active,2025-04-17T05:32:46.000000Z,2025-04-17T05:32:46.000000Z,false
cus_00000217,2022-09-10,northeast,premium,paid_search,active,2022-09-10T13:17:41.000000Z,2022-09-10T13:17:41.000000Z,false
cus_00000218,2021-06-20,northeast,basic,referral,active,2021-06-20T20:09:44.000000Z,2021-06-20T20:09:44.000000Z,false
cus_00000219,2025-01-08,midwest,basic,organic,active,2025-01-08T09:46:32.000000Z,2025-01-08T09:46:32.000000Z,false
